dept,donation,events,food_spend,guest_amt,venue_cost,equipment_rental,event_date,attendance,sponsorship,marketing_spend,student_spend
IT,1253432.7238778586,14,63582.36951327437,16411.285264836613,117493.97863431303,25136.657076014668,2023-01-31,556,243609.3989990808,16918.981601610714,565772.6358677045
CSE,1428215.5729266193,11,25489.95425404999,26192.752644763154,124665.1906711031,13465.280727815812,2023-04-14,752,142630.5569229918,20743.77624001153,602125.1460413011
IT,375731.72040685226,35,93296.99870666928,27150.454183208374,37789.87165622639,6385.824723530845,2024-11-12,997,24293.627601296488,36874.58220850867,301192.7104399746
CSE,376857.47176221944,41,16150.069436104379,13775.404119737712,29063.52535838483,18854.69127511978,2023-07-05,810,306499.79489620385,21553.123151426047,297036.64346797304
IT,121509.2825204088,14,48733.72747217139,34344.18778467428,136142.61478143831,19697.558122370363,2023-05-08,723,203914.96662520364,29986.84951735731,230749.54082512416
CSE,1485983.929377999,30,72621.77298899004,40141.37103737407,70418.45504424226,28363.506140546502,2023-07-29,738,156349.35711989936,9496.934467448435,632417.235597056
CSE,1344418.82886252,41,51221.999050143284,40615.85934002836,57424.35814905851,23151.53315156186,2024-02-18,120,434801.11098695104,41225.79619555825,616361.7635772489
EEE,975530.207712137,4,18288.57279096121,32111.142381655478,114210.51305403719,27944.31631236099,2023-10-08,758,375904.2208210983,21644.988154165618,507380.0554997172
ECE,1696132.3754899343,4,59804.11145140366,28023.736213355634,128734.02755538137,27708.68025607524,2023-09-10,700,430305.1187024967,34184.03715650041,744413.871220327
ECE,1621056.7982526037,28,67746.87179446191,7745.32143524277,132123.6508467791,20114.352756456054,2023-01-19,914,252541.56940910587,37642.53207478247,722789.5071624541
EEE,1191441.0105736668,8,73341.30798914569,17952.40844832226,61079.628346279555,18194.05163341119,2024-12-12,302,74156.31354212097,14434.741495026517,450573.91489060334
Cybersecurity,1743128.9970008542,2,43593.383301648304,9197.215105017645,130787.61085621762,18936.024179089996,2023-05-16,516,351148.50369942345,44810.374322900745,723051.2248044054
Mechanical,451390.35957169806,41,60729.397392588595,48372.042239531314,25321.4127686649,29458.270191931195,2023-08-11,515,110976.15216921587,32730.09132231288,308097.3786554043
Cybersecurity,268243.25782556937,46,50561.78274450218,11078.60658015923,26455.993889763453,24329.192293673972,2023-01-03,547,226202.53785494124,24292.631378816666,245910.34276997249
Civil,576011.7424581298,22,70485.0434877028,11829.893443299592,101057.49537264007,7656.647619809895,2023-08-24,611,41850.38658495537,13205.08326101988,313147.43120752217
Civil,161319.36937416397,41,62520.127059233666,45030.94782487215,28203.82798502101,24460.710169535,2024-04-09,184,414401.1171872614,47403.5422055543,271990.91286927543
CSE,1085780.5796020124,16,57318.05976032214,47476.7727564406,62199.191906321,9263.451222455647,2023-08-16,266,71710.91411327528,38978.06918592313,439911.9156217541
IT,1876381.099975175,29,32457.193015442375,39462.306765570946,107458.27821210012,16183.763725140641,2024-10-15,483,452517.7784541618,14361.1053229962,796285.9466835199
IT,126719.90430359381,49,10181.666597341053,5243.221565270144,63844.69648704942,10261.491804413356,2024-05-13,567,433472.995108163,20196.984862590103,241593.4275901431
ECE,288114.33231955225,48,25667.350778028635,5060.582193045367,43347.971587212465,22239.576638330745,2024-06-04,171,237645.55457523058,41435.3416139633,245202.25266698902
AI&DS,931788.1051526988,30,20535.94372817518,22014.534640435286,56575.58084099941,26932.74340482589,2024-12-02,909,374740.4201089554,36305.494844690256,482229.41308871197
Cybersecurity,1871056.2841794146,12,50417.62705098521,11452.791650490164,79484.79319255613,12259.047134167024,2024-11-07,620,313528.0861708951,39460.293172207595,753504.1149512493
Medical Electronics,666504.4047046634,35,65103.233568566015,5827.376396821878,81800.16119621272,7050.26853020469,2023-05-19,892,403507.064745495,24854.04959958196,465830.7161117767
IT,1039107.8769423652,11,29177.650781632736,25883.001023202713,121790.03007513625,12462.327451874082,2023-10-03,572,221584.49938509692,37241.431818897516,494305.0871248577
Medical Electronics,131067.07514826459,46,94515.13863704684,47437.78538331372,117519.91982609662,21809.04644830486,2023-10-18,357,395046.15727973153,22392.217528876117,295028.41840557463
CSE,339269.2418760733,21,10601.3916301499,19571.880870609413,79386.31459229757,13219.003188861248,2023-02-22,374,236603.8403619225,14506.831262218839,252346.4609040049
Medical Electronics,1973928.7397697514,21,79507.09136488086,34751.33052929134,129936.75538284027,11952.804188845086,2024-11-17,849,471073.236042969,33470.46656786119,865676.0621621956
EEE,1931981.4580502887,5,66268.4292577398,34350.59089095984,34850.82801688146,9610.879764606623,2023-04-20,119,248322.3294043223,48920.626651945735,735241.9943793959
Medical Electronics,59632.96282209875,48,43619.93209429137,16298.604664932549,53195.9355297572,17437.91067186084,2024-12-15,589,236683.44324752747,18977.043712789833,211811.29776776698
Mechanical,1906032.981575316,20,14544.004997116714,34269.136197073894,127636.94025529269,11898.720703929688,2024-10-09,844,394685.21216612123,25743.631649564282,765137.559127153
CSE,1296283.8787402257,37,66473.79146058514,14555.028842910107,69139.2250213999,23275.25872848708,2023-01-04,589,412573.0689628106,35330.061698143414,616260.181060132
Cybersecurity,1742440.674314043,3,44705.216157908326,10490.333610960006,147553.6026431995,6915.560049805068,2024-10-28,832,281699.6660173737,29367.782695511953,733346.662947165
EEE,936742.7184860252,44,94264.04254718972,36562.24785018605,80612.9265986186,21600.825827782937,2024-11-14,425,98100.92861258694,42954.250806907214,482056.5886246431
IT,1055412.255729538,33,58779.10674007893,10104.836769676254,122951.63098528933,10939.000364194246,2023-02-16,628,239201.53316921397,39278.42179112822,522138.50799853855
Civil,1003250.8315009944,9,94568.63601641574,49860.91483652099,72299.91537970834,17231.981526290077,2023-04-04,991,484355.5264257424,7623.374173806067,545218.2082526942
Cybersecurity,1350385.3022149035,9,29843.532412597368,13255.358051760319,75243.95747811595,12152.248050781516,2024-07-13,188,378963.2345892007,49928.95552656983,556526.4443678339
Civil,322319.94677481015,4,75315.3319327693,31736.38382404059,69774.80914694385,23069.21690026989,2023-08-01,585,407469.6759007748,38858.110417376025,308820.87300607335
CSE,108448.500251722,35,65552.4118763853,23511.85571356652,113479.83066640553,28632.676006290916,2024-03-11,807,26084.494421427662,43875.6492332351,248606.4829859328
EEE,650463.3861028223,17,76546.74068481807,10687.38900825502,91177.32492779929,27926.91948674533,2024-05-22,449,239251.13669073835,34303.897044290585,392900.3795596662
ECE,1424127.487336461,34,29320.107757528313,6252.975840983603,142691.15447788796,19585.655378602278,2024-10-12,183,326844.3554922021,43532.8307621043,658290.5101440118
IT,443614.2316397493,24,69849.50646139964,33022.95270317749,52615.74114943362,16565.25758142446,2023-07-24,486,416716.0149777566,10057.233871791923,346125.277826808
Mechanical,1363193.2449835888,32,54823.63537511821,41304.090370510676,33073.155170847764,25457.512735984546,2024-01-16,186,34144.090255558025,20648.2026001692,534224.8379305955
ECE,1941328.4899091774,1,76854.24774156847,42890.70476780348,71123.99306289798,22083.15906569325,2023-03-14,406,427695.05396451784,44438.942462202176,813277.6256434201
CSE,233106.39578936587,8,39434.0179736636,26722.10628846205,100172.65199408088,9589.102855423322,2024-05-30,949,278716.45900353673,14074.484507010151,259942.307283228
Cybersecurity,1361574.1305389963,45,90105.13229187272,39985.49602320735,131903.86179901435,25522.980340325004,2023-03-17,253,106683.84558226936,8520.894436101024,603315.2864534154
Mechanical,915312.9276439138,23,17587.118315021533,35278.12100698451,65005.595268442594,15722.109734867754,2023-03-18,539,165455.056060353,40465.35229753485,434762.19520697725
Medical Electronics,1742877.3960361355,47,82647.03869120692,37591.45373746099,104992.27764618001,9724.641499279378,2024-02-14,839,148145.48035826476,42596.87700394833,771035.2693570382
Mechanical,395442.0894224025,40,87518.76632335817,27166.955234981633,65525.82853301847,12044.93375991231,2024-09-05,363,270120.9268013531,12319.349818545528,311183.42641899857
CSE,1400620.6068410208,12,83552.70802301391,33503.52831089572,100238.54578927955,11688.175756208559,2023-04-16,834,35325.98315645459,43445.56922522219,587537.4031890684
AI&DS,1684324.8148138148,12,56145.375483559845,41248.66611092256,135025.03311398462,17980.174365086503,2024-07-04,520,87682.71766496253,35904.55080187263,675901.3102214662
Medical Electronics,1891997.7279743452,46,49454.64820276852,22904.787900066036,50076.493493723174,10859.252266946889,2024-04-20,592,408219.5912541334,28403.720744746275,799956.7404437907
Civil,1382333.6551648094,47,99663.6057872389,41269.050539041265,72551.41347391509,8089.162185039404,2023-10-02,732,74975.95546593741,42361.258675162324,631989.7545133325
IT,1019490.7898164332,15,30625.475609274592,31640.757925507827,149124.47553586704,8092.271265344018,2023-03-29,510,124364.17203448221,23866.21621935346,452629.864443316
Civil,1254802.118392367,41,59218.836928844015,12465.54609668538,132912.41367242992,19581.904928477416,2024-12-23,272,232151.59674603707,13729.728030052875,594593.9441838515
Mechanical,1744364.7197335006,19,70360.7972844093,6110.787075106307,93403.18152650626,23368.982221234466,2023-03-18,103,263389.23517553194,17818.370447477613,683409.3222191256
Civil,1162689.005945718,26,73078.08722752889,21323.91201796184,87161.5869410558,13038.325220958519,2023-03-18,953,384169.13501093775,27732.380823199168,590086.0275886834
CSE,109254.76640883187,29,28362.21991647208,29601.334773335293,56998.04969960853,5866.267745350427,2024-03-17,739,229192.88906643202,28909.885670292908,194653.8840875558
Cybersecurity,1865349.9562386067,22,68859.4683105821,42791.915849156976,87237.22560015882,8180.622173425269,2024-06-23,571,397033.66430741403,41251.137189855515,817507.7709045769
IT,1394577.1645115442,40,83653.26098332036,10736.85560631108,130263.59477639313,27867.364008426426,2023-09-02,209,312989.69045227417,40610.87256435505,658586.8791549827
Civil,1369201.1022656306,21,14501.6719139001,41009.28564576106,109072.68672611147,17338.591489736325,2024-07-31,966,65418.872317673005,31161.495074205868,564498.4470969787
Civil,470566.5471755485,38,92036.91639927849,43835.40707302521,57705.723663138255,16339.32024037937,2024-01-17,136,86602.4048124909,40135.346751446436,314766.9791421239
Mechanical,1334826.6669536815,20,12655.364963068534,11780.93691503752,46190.30973695929,5951.2294577522725,2024-12-17,682,224146.52547038769,13629.805623215194,542828.9283815409
Cybersecurity,818035.591025609,29,42037.39292395549,43321.744368689855,54477.10980958778,23215.925557922477,2024-07-23,900,204475.8026136294,7252.903719198245,420493.6863811364
ECE,1319904.3052309095,4,11423.187660966585,49615.41055292564,42068.69618106745,18201.702023301972,2024-12-13,130,374336.69212227437,44313.5220185615,549824.1231513283
Civil,257856.40910058192,7,16943.065168562367,37707.74739717069,32433.290483083074,10052.02340216302,2023-05-22,480,294561.1985007024,8399.95221932463,195218.2242092662
CSE,1332798.3439759202,28,92005.14566620711,40314.635682124455,74487.70267746714,7751.84400452643,2024-01-03,367,200185.20969110215,16100.979338479878,575533.9862926172
AI&DS,1998856.7652527997,28,41937.474767153304,49748.68704014931,34728.9485717748,14584.696590799962,2023-03-25,110,93672.53889068896,36289.3527330973,699119.5103724222
IT,144013.47577808425,4,48229.43773825476,32246.65627366754,42348.632504523564,25929.04910487564,2023-05-23,443,121150.18013949262,23425.15719322891,147339.36437287563
Civil,1955489.6592315687,22,29380.994324429736,18854.887190731224,91152.2089641332,26632.363980025613,2023-12-18,939,291995.4990498389,44434.128646197896,817201.4373392663
CSE,843470.5234095977,12,63738.61931680478,42688.8875334225,41397.905580944716,20071.15950989091,2024-06-28,643,217485.0144008983,18409.09075980213,429294.5888106152
CSE,1747969.2281576553,45,63532.289321001066,32651.859988023407,28304.36976601737,23188.410680753568,2023-06-01,668,262314.4793417293,5534.210600121169,715253.443870931
IT,1575651.6939136332,3,43498.03526426973,31153.794067443047,61260.550503625076,7878.894685071758,2023-06-07,265,93631.9432980945,18529.503825233485,588413.628270819
ECE,1155681.7089240022,22,39973.138462485855,16413.59999813172,48641.482820855774,19703.15163669637,2024-03-21,799,334824.0636488372,31013.377213317424,538162.0969977643
CSE,1489975.9580400868,44,89646.7877362529,39035.0421312299,86989.67443926897,21674.142587179544,2024-10-14,441,427743.98301942385,21917.2268931482,701044.6092830397
AI&DS,1763105.3445376283,2,44495.58156779812,8675.02741370433,33307.72099581721,10017.821072844807,2023-10-30,581,136390.3583255813,29069.27400914399,642670.6495024523
CSE,838073.6272195143,24,54415.089293896744,46592.91818575976,117730.20239878715,27003.868322756472,2024-09-15,118,250841.97065759503,44446.91534757584,444184.0937583677
CSE,687714.6650483154,34,35497.42861824376,19662.055734671812,137810.35752656803,9874.918438025494,2024-10-17,727,488008.39122024184,46061.827440366586,474912.77224121557
CSE,1351807.1018489902,27,80809.25530214146,10749.859375549571,116646.57261430527,12836.93399616126,2024-03-25,283,173288.45286985656,16968.832909435045,594332.5274256327
ECE,1625299.5867854543,41,45770.33412091825,24906.493989608847,89267.51486218126,20513.921175586467,2024-12-21,881,301572.70901264297,25796.321297145532,717081.5831822288
Civil,1536456.0128144007,1,56224.99418898921,6911.145916543992,131886.81683255505,20958.75162826827,2023-08-12,644,54195.89309811974,29711.480685865303,615493.6189505206
CSE,1605736.6152743374,8,32802.14530536953,35808.17874192348,110339.38937159597,22484.61852468418,2023-02-12,109,306947.35121492716,47710.06055997112,665173.1400651586
Cybersecurity,899387.4638852193,23,98889.36331071267,45621.747970041026,21371.645918524682,7800.292826705142,2023-09-21,691,53919.568919262776,49937.77936239731,436458.6780519502
Civil,1644776.721541292,38,36234.61668313506,42676.835321232895,71231.7198606854,26236.610748213883,2023-01-03,291,480025.3633086728,15593.326197868699,703098.3855385263
ECE,284407.65797268646,6,79366.82778149965,10731.626305154648,130623.746922884,18321.178307081496,2024-09-28,419,360674.6995154326,37714.0942105617,289311.2169235917
EEE,1111753.7410236567,22,48474.60853210832,10682.201169847933,64961.65153678501,16783.044852626706,2023-09-25,801,396198.29618649615,22011.39780049378,544702.605363242
Civil,61229.38797133706,25,28559.56645757259,41604.55170459188,24577.972558318055,29527.440612837738,2024-08-18,679,355011.1367781021,5364.868859879595,190581.0299055952
Civil,682942.368305527,18,81974.68875683751,46591.442357140215,117003.3530117954,23509.457423525495,2023-01-16,574,298967.2276774682,5416.363509615606,419118.0633527834
Medical Electronics,764599.9929992259,17,40024.61101261388,25730.14234250701,124264.97513677292,7950.150665484372,2023-11-30,959,230457.26273189762,25725.47034030151,430373.01445297507
Mechanical,822536.748638048,12,87867.401265803,27453.700261119466,40877.18035563012,23913.479180656017,2024-04-08,736,430602.9560829206,26975.071085195057,493954.24453383597
Medical Electronics,1406161.0530452312,6,92373.14664260407,19321.791862357662,89854.26458961355,7381.223349321737,2023-02-28,526,478849.47709610086,6015.636345804919,627830.7714836941
AI&DS,807688.2974771742,26,87384.14518521483,45241.93032153863,44954.207069444354,5686.764062824621,2023-06-26,947,254527.72472299985,35911.73375484361,437046.60907050304
Mechanical,924952.5641139348,27,13150.71233261251,34020.63073815602,113500.47447573907,15090.647381747427,2023-03-04,158,466452.17408607836,18230.152486772888,481421.91494873585
IT,513211.0552049386,8,80863.6010504595,17971.320972531583,55301.55917307314,29839.45432048047,2024-07-14,535,295833.1258943736,30195.189569117723,334311.8356641427
IT,777840.9936772132,19,47020.551984922946,18445.229197441324,61107.96593323291,9372.098404871565,2023-11-03,196,273808.25157925225,18541.358292443845,383799.4439892402
ECE,493175.77316314535,42,88635.06281640026,45104.003287862106,129846.21097321318,21816.10858816975,2023-09-03,595,232696.53914812478,12521.044169118824,390163.0411174768
Mechanical,192732.0513484651,1,67415.88364162648,5613.531075761966,81921.90578689757,9334.901655152984,2023-10-16,886,112551.00314975873,23322.818236949388,220532.1529520255
Civil,1226724.7570936868,29,85027.88207295626,19522.695772698728,107068.07865837222,23119.674373959653,2023-11-28,760,11822.633800849002,15452.301415572534,526217.4603587774
IT,1353014.9571822817,45,54948.859288015185,29946.050654736606,72308.4965939208,17633.841705945655,2024-06-10,377,128338.05115947002,29066.043961362564,572065.131312995
CSE,1258006.1747187483,49,58152.29541390396,11669.785794469608,58740.891435188205,21999.292752234407,2023-09-12,364,259764.35408574695,13947.283862891598,569322.2270186188
Cybersecurity,953813.3854111161,35,22994.886892030052,9144.443938981542,101312.14785520597,10071.829397855865,2024-08-26,108,196180.37660727874,27878.268949008216,444296.60157141736
Civil,790582.2713494982,40,80558.86228204198,41687.4348990752,40131.48463024676,23640.70831301255,2024-05-24,556,229757.76172129056,12082.033169099039,450663.47030337946
AI&DS,1733500.6166650592,14,47745.06505002745,45248.19748918283,68489.9786236922,29890.476490567667,2024-12-18,894,490517.6275863843,35193.86192686032,773292.9876108611
CSE,1062209.4810156252,35,55007.210644442435,42062.28893591853,47174.81486016989,21641.262515648996,2024-08-28,372,181633.4616279705,38927.19579986408,488763.61637951847
CSE,984404.6613779754,48,80658.79426861368,45445.45503818065,110453.34570229691,17336.99995182194,2024-04-07,912,231569.64028645286,9967.74054124702,530115.7656202884
Mechanical,100002.0283225496,45,63896.08600714951,29890.03869762672,142747.14898499398,28079.34971548162,2023-07-18,107,75422.62016288159,26051.108541680263,206266.5035247333
ECE,715433.2638710049,20,28098.88546984007,41551.61544456539,149416.42584206263,5396.296055796907,2023-09-28,307,33499.28889412394,8189.226529469312,338592.6469526872
AI&DS,791381.4566324212,49,63120.93932358034,22281.918727599517,78535.9853574068,23248.087982145527,2024-07-11,736,389950.66215032234,31918.21004939011,498121.68467454
IT,827704.4227489559,13,46686.95721816902,34982.05376655673,52828.95065273778,27218.662920345323,2023-03-05,222,289634.75578526955,16898.19340683404,400994.4176406106
Mechanical,1181336.1199932978,38,52257.29878394764,49497.5989125124,77567.81814996214,6541.864590523936,2023-08-18,132,382745.35496150854,28743.100557741855,545702.8173723585
IT,1090524.966117413,49,12548.014696240101,15157.747572760734,130145.0232951541,16251.604260393955,2023-09-06,612,83432.7714544103,28285.745422293105,499466.9496052002
Mechanical,1235414.930947217,46,28902.641456465346,22545.488583098628,46780.73821176519,10117.986348749972,2023-09-03,303,290196.0978795186,46595.94557872102,562595.256818127
Mechanical,1541522.36000715,49,35293.42732429254,26602.131978953854,143772.43471488007,19162.95413969575,2024-08-09,617,134284.812427274,29708.74501559253,673759.6667309345
Mechanical,1635322.1904963823,8,74166.40070729252,11210.696915902328,64442.54994375963,21238.573965091513,2023-06-06,908,121750.29028100976,31234.931587324205,661124.5590627644
ECE,1450339.9986416642,43,11034.322596830378,8646.737470927555,148154.47572853963,12565.579573218874,2024-12-02,616,15647.746885962775,23074.39065939711,597675.9343559451
Mechanical,1913271.2071121226,20,46789.95351062188,42337.5289844731,129019.1553794151,16499.54174195252,2024-07-17,542,73866.95454884523,47708.582143226755,764393.3586876651
EEE,85553.53621890518,33,93162.41833831595,48955.74677724138,125114.16943916075,11983.487131913987,2023-03-29,691,161541.3746348507,39973.36592478243,257884.52183312137
Cybersecurity,431767.0720829149,26,20069.255489421146,23212.62787233464,61327.607590526866,14234.779111377844,2023-11-09,885,67270.59268956013,17843.23806362787,261774.26130469507
IT,64747.60620737713,39,56478.19493967499,8944.242628759397,21141.03755323083,8988.498917210589,2023-03-07,788,493070.63580135937,42989.431359930444,249956.48498315952
Civil,1312575.6926014759,21,80787.01441517624,7961.529231075941,69677.27814737841,27138.986089640784,2024-10-23,949,161229.99777673584,24457.83620832905,587192.1401616983
Medical Electronics,1801159.5704524745,49,94827.8176768105,45109.31928621344,59235.21805615018,5250.260263978411,2023-01-20,932,73858.73388414079,42290.021459011725,729162.5264916271
AI&DS,524790.4783237836,42,77209.89755803462,25871.641237745596,24861.60875314365,27060.229661094712,2023-02-02,438,107550.3332856993,42029.96307320759,323861.2910987039
ECE,1857717.362352798,43,74850.89937799655,19401.229245307637,85697.48334577086,19291.971958743463,2024-07-11,537,297974.58188732347,13499.158404328447,772823.5861502459
Civil,167521.41106464365,41,84383.92811761862,26440.757205772978,72394.07046675576,13291.446104425437,2023-03-14,544,41381.32669374637,36551.35091226096,211788.83309609388
CSE,1872150.2522707528,9,50158.10988797893,19323.684261155628,102492.34080639822,23076.428136508242,2023-12-09,235,432592.72376916686,18078.9336187939,745534.0854176286
EEE,735664.2401172871,24,82526.00793560498,27006.6098888429,100754.22188523081,17693.803796566608,2023-05-13,486,481134.84282620216,18387.17014967007,474790.5568153774
Medical Electronics,247770.6154759722,37,10716.796427090601,43680.03786130716,35697.06266656841,17477.71645269016,2023-02-24,124,130906.23612701663,18335.663459626136,188803.92687699883
Civil,997449.930413335,49,93210.49498391245,31653.561697794306,147005.52099646092,7753.557072974161,2023-03-02,605,230546.6816095211,37650.57114019767,558501.7197050685
Civil,550714.3070549904,41,49897.58585654578,36259.41977645789,44301.0858273881,14737.900648635217,2024-06-03,424,20845.881004453564,15342.171880664124,296660.5110061504
EEE,605502.1588257495,17,59804.21690791728,21410.180430545144,77885.62321941159,11026.608646418415,2023-09-29,794,323948.01011633856,5040.76258607406,375233.28326527675
Medical Electronics,649215.4316062588,24,32939.40240233941,38232.76453297334,83455.28064638554,5392.397639906992,2023-09-03,779,212823.76844576854,37185.65840671849,390416.9236612644
CSE,1615900.5007736937,21,76827.77495563793,34997.76881957175,125698.16363783562,14002.49076955283,2023-06-25,437,142328.6483897623,12703.313472580638,663565.2823911208
Mechanical,1101364.4895167463,39,16897.222582772392,10380.28989884254,32899.84749230408,7245.553235640118,2024-09-19,789,111350.18420213816,9701.70778885256,447256.38069045864
IT,657050.0133542072,41,88537.22222921517,30768.92839020131,75723.75629710912,11420.750943129631,2023-11-13,984,330471.3080527926,15688.225426732706,461692.8025733615
CSE,1240150.8774562909,39,84530.51461057086,16553.45733393911,101705.2821307065,7312.915529577362,2024-12-05,194,213946.34520583408,22095.52350452168,566737.6329868324
Mechanical,1446493.8147352275,13,29445.410462028976,41184.305133511676,47970.23081112722,7523.540638909972,2024-10-23,644,98033.05162465689,26415.784736294034,550474.8305795366
ECE,581616.8014303908,11,82839.19584567362,24167.196881012274,101570.82683958946,9975.282360379708,2023-05-11,722,347663.44992854376,7005.651832068387,371960.49189089896
Cybersecurity,856420.7479744354,46,80772.19597553334,49760.78743384192,140076.42888145486,29996.231112160007,2023-04-12,245,286885.41868797987,48675.79996823122,516218.0466843877
AI&DS,287677.88200704777,19,66899.49379785541,9162.51970725337,149677.35705244774,5054.603571431219,2023-11-06,992,430749.3069154531,37222.83740388011,355162.4993701881
AI&DS,403241.2315926266,11,43616.81592097188,40115.65382330713,24218.63998278784,20966.81590301013,2023-10-19,330,67563.19044948152,19543.732939595124,233307.38138697145
IT,1378179.8152317165,13,34434.887876368106,35316.57800939704,50626.46967180808,8531.092450663933,2024-12-22,883,394976.6349527835,19341.37657784288,602901.5621863108
Medical Electronics,403804.77800647257,46,30860.523126041502,39537.447376581746,60339.92505292067,28015.703417769397,2024-05-09,947,340023.22554045694,25184.414721580673,342592.91005883506
EEE,1074068.5981507674,45,38674.80664872465,18838.840797070538,71886.39305784559,7340.822333340731,2023-12-27,594,66355.35904576792,33181.017024336485,489802.0973558282
Medical Electronics,1432640.2103587438,1,91320.25990892774,27142.45202220803,51493.43048601976,28876.57967815591,2023-12-04,137,350462.15763714316,11586.78799650355,603129.6740172319
EEE,258410.00003475047,40,16987.669838990314,40842.88338756688,46453.439292190626,20273.159687086947,2024-08-01,524,226358.17155111692,13501.841619422854,238757.80402647276
Medical Electronics,1156258.8282763618,44,84598.41486276628,15464.359922938474,144091.999514275,5031.701922887256,2023-01-10,746,473042.54492236313,43674.55622750979,655925.3958564323
Cybersecurity,550297.4282176594,19,41400.10675376412,15171.493855489343,139407.8083601673,27350.17994792015,2023-02-18,945,79389.56180277067,16531.471575008265,342808.5348823566
ECE,1927707.4067132806,12,56943.945641022234,29797.292898271957,26109.025130405273,18042.79503417296,2024-05-01,846,324988.36149971164,22108.774908882988,761290.8127410398
ECE,992914.0111038532,8,81503.70702836417,28560.36107884351,64045.69280863026,11566.743383262114,2024-09-14,536,197170.2222768435,44207.23329275527,481413.99912692304
Mechanical,1621685.4720615584,8,89593.88923206742,17701.81116858198,72669.31197819285,24181.979437890754,2023-11-17,930,478839.1885895301,34841.65232299201,745107.114310479
ECE,1122941.7572047105,45,41030.32780653823,18413.404273617023,51071.88950657264,28166.63884717175,2024-07-22,467,171687.69869223546,20377.034570375974,501142.43201649503
ECE,134654.43906689738,12,51565.91331475993,17503.032344295447,101753.47660846282,17092.27057866985,2024-09-16,444,481471.09565098205,35766.479557607934,277410.0510315563
CSE,1284645.1824083435,48,47306.4458335113,39718.04278993195,103249.49706375133,12888.836861077772,2023-05-13,259,451728.06703936704,5885.7446921636165,592746.768107109
CSE,1905236.517302981,33,11192.59301535195,34335.53895031073,130565.54968271762,24723.62809837317,2024-08-05,649,142487.7853022216,38103.91970051143,777197.9178161509
Mechanical,1223143.0492853457,45,36634.8599972791,42458.773253461375,116313.00489007831,22044.637444711367,2023-03-24,761,403735.4706449496,26915.721823230775,607086.0567160784
IT,1647418.2758822409,26,51327.031035930566,48896.28627413098,90534.53250557423,27218.81209375681,2023-02-26,919,497846.0588837179,41593.19662780075,760092.5940107416
CSE,1774202.6035293953,39,46998.42479923958,26337.39333223939,104966.28010577458,22312.850319029825,2024-01-11,640,133804.87106392835,47958.69434029108,731038.9852938856
IT,494755.55530041835,28,74973.63047641114,8001.224663245199,55618.541600592354,11088.208472488408,2023-12-15,243,224020.81296842665,46660.48472725558,319907.2041929951
Civil,463487.43782104197,5,44632.32554989929,7164.153968541595,97097.3046957565,28291.481243975475,2023-09-28,687,264888.5609177123,45916.92695549034,335471.877228019
CSE,1241412.928259434,8,54043.880407360324,18304.92676722286,83599.54311748949,7620.893680149783,2024-04-27,756,154516.2565438935,28047.64801702492,518981.59851718444
Cybersecurity,851505.5161230742,25,48664.7732919127,46964.50652086029,37334.78075112815,11698.568752671197,2023-04-21,840,17479.77142655458,21206.395136252213,391327.2457415709
Mechanical,1687729.5405901046,27,76656.35340049335,28544.58747368937,51530.7559557862,18004.86519309714,2023-03-17,675,117863.32965678806,25926.589612880274,667873.5580678597
Civil,1805045.0906261217,46,87667.51590882662,17230.39322360581,57920.14859380618,19143.550651772537,2023-06-07,958,148149.07332746164,36045.32014910123,762208.3729534423
Cybersecurity,739171.6896403003,23,57870.01711067627,22962.50575299588,140160.24371683254,5382.764665672636,2024-06-15,444,227363.8536459117,44779.8999592034,425372.9415952675
Cybersecurity,511897.59000024,30,81048.89747756721,31936.779833210185,49950.263120165626,24514.3181455235,2024-10-04,368,93840.21442256692,14314.38363500538,303070.07362606673
Cybersecurity,1572024.7547255305,45,36710.80138178656,34382.7346162029,57601.70736655686,14040.182960634738,2023-11-25,939,437894.6347789196,46318.69213077664,721281.136563135
IT,585871.7693188654,47,58723.264914154184,11926.377940230726,68016.0369116262,15160.463525053445,2023-05-02,795,355406.4550383547,41683.11043864501,412835.199388982
Medical Electronics,1654097.9211016728,23,41070.695830297525,48966.42544453292,106286.55602130032,25234.238610923643,2023-02-10,872,51748.23400423437,49048.52068302056,680989.5356089858
Civil,876289.5946150875,49,47278.08330146473,29514.750214225496,35370.99102137827,14482.084793188615,2023-06-16,367,328545.3010585664,44611.32979767592,475723.77209272323
EEE,1351722.3036183673,47,75917.24783314017,11105.974300652568,144012.87762419088,6180.621912368871,2024-10-03,268,330291.673438754,17597.1798361358,634429.9787494381
Civil,236293.86197760294,20,89349.62340994415,45213.586400576016,132524.2586123194,9410.994261758759,2023-01-23,870,478548.37508537754,9768.016010482146,335844.696878411
Medical Electronics,1266525.6831193173,18,20934.585197898887,8358.729398574296,95038.08949116353,28897.579309704557,2023-10-06,838,11480.226964519012,10050.848239621488,512137.32417326915
Civil,930946.9735375968,18,67117.53308386425,45848.09449298807,107624.92276524438,6760.134060062854,2024-04-13,132,131486.90040484554,18105.049336022425,426715.35264432884
ECE,1193886.5031921745,2,62392.94268200186,49845.45453300421,22165.86126174808,13873.280024200405,2024-02-04,476,464617.82489390456,32638.267579304265,555707.521825506
